Education,Income,Recency,Wine,Fruits,Meat,Fish,Sweets,Gold,DealsPurchases,Web,Catalog,Store,WebVisits,Promo3,Promo4,Promo5,Promo1,Promo2,Complain,Z_CostContact,Z_Revenue,Promo6,Age,Age_Range,Customer_For,WebConversionRate,Total_Spent,Total_Purchases,Adults,Dependents,Household_size,Is_Parent,Offers_Accepted,cluster
Postgraduate,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,41,Midlife,815.0,1.1428571428571428,656,18,1,2,3,1,2,0
Postgraduate,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,46,Middle Age,481.0,0.4,55,6,2,2,4,1,0,3
Postgraduate,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,30,Early Adulthood,234.0,0.16666666666666666,20,4,1,1,2,1,0,3
Postgraduate,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,43,Midlife,821.0,0.9,367,13,2,1,3,1,0,2
2n Cycle,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,37,Midlife,296.0,2.5,2257,21,2,0,2,0,4,1
PhD,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,47,Middle Age,305.0,0.3333333333333333,42,5,1,1,2,1,0,2
Postgraduate,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,50,Middle Age,567.0,1.75,1049,24,1,1,2,1,0,0
Postgraduate,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,Midlife,259.0,0.3333333333333333,48,5,1,2,3,1,0,3
PhD,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,66,Retirement Age,728.0,1.0,685,19,1,1,2,1,0,0
Postgraduate,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,62,Pre-retirement,256.0,0.5,39,4,1,1,2,1,0,3
2n Cycle,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,27,Early Adulthood,327.0,0.14285714285714285,43,4,1,0,1,0,0,2
Postgraduate,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,55,Pre-retirement,867.0,1.0,835,18,1,0,1,0,1,3
Postgraduate,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,56,Pre-retirement,344.0,3.0,1515,19,2,0,2,0,1,1
PhD,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,63,Pre-retirement,680.0,1.75,1039,24,2,1,3,1,0,0
Postgraduate,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,39,Midlife,534.0,0.625,1596,23,1,1,2,1,0,1
PhD,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,30,Early Adulthood,807.0,0.8333333333333334,1828,17,2,0,2,0,1,1
PhD,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,45,Middle Age,245.0,0.14285714285714285,34,4,2,1,3,1,2,2
PhD,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,46,Middle Age,257.0,0.5714285714285714,149,8,1,1,2,1,0,3
Postgraduate,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,45,Middle Age,591.0,2.5,946,22,1,1,2,1,1,0
PhD,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,29,Early Adulthood,226.0,0.3333333333333333,28,5,1,0,1,0,0,2
Postgraduate,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,30,Early Adulthood,788.0,1.0,450,15,1,1,2,1,0,0
PhD,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,57,Pre-retirement,346.0,0.25,46,4,2,2,4,1,0,3
PhD,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,43,Midlife,419.0,2.5,1702,15,1,0,1,0,2,1
Postgraduate,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,39,Midlife,478.0,1.8,820,21,2,2,4,1,0,1
Postgraduate,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,32,Early Adulthood,673.0,1.0,382,13,2,1,3,1,1,3
PhD,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,26,Early Adulthood,852.0,1.3333333333333333,2126,19,2,0,2,0,0,0
Postgraduate,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,25,Early Adulthood,243.0,4.0,2069,19,2,0,2,0,3,1
Postgraduate,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,29,Early Adulthood,703.0,0.25,72,5,2,1,3,1,0,2
Postgraduate,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,46,Middle Age,211.0,1.25,732,20,1,1,2,1,2,0
Postgraduate,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,40,Midlife,219.0,2.0,801,10,1,0,1,0,0,0
Postgraduate,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,65,Retirement Age,437.0,0.5,236,10,1,1,2,1,0,3
Basic,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,36,Midlife,843.0,0.16666666666666666,80,4,2,1,3,1,1,2
PhD,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,60,Pre-retirement,275.0,4.0,1685,14,1,0,1,0,1,1
PhD,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,3,11,0,69,Retirement Age,217.0,27.0,277,27,1,0,1,0,0,1
PhD,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,64,Pre-retirement,566.0,1.0,507,16,2,1,3,1,0,0
PhD,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,Middle Age,676.0,0.2857142857142857,68,5,2,2,4,1,0,3
Postgraduate,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,31,Early Adulthood,262.0,0.14285714285714285,49,4,1,0,1,0,0,2
Postgraduate,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,27,Early Adulthood,288.0,2.0,397,14,2,0,2,0,0,1
Postgraduate,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,43,Midlife,433.0,0.5,39,6,1,1,2,1,0,2
Postgraduate,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,46,Middle Age,340.0,0.75,306,12,2,1,3,1,1,3
Postgraduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,60,Pre-retirement,599.0,3.0,976,13,2,0,2,0,0,0
PhD,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,43,Midlife,481.0,1.2,1028,24,2,1,3,1,0,0
Postgraduate,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,28,Early Adulthood,329.0,0.42857142857142855,70,6,2,1,3,1,0,3
Postgraduate,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55,Pre-retirement,652.0,0.16666666666666666,46,4,2,0,2,0,0,3
Postgraduate,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,34,Early Adulthood,461.0,0.14285714285714285,51,4,2,1,3,1,1,2
2n Cycle,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,54,Middle Age,255.0,0.0,1263,21,2,0,2,0,0,1
Postgraduate,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,44,Midlife,781.0,1.4,1490,20,1,1,2,1,1,0
Postgraduate,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,43,Midlife,808.0,2.0,1564,23,2,0,2,0,0,1
Postgraduate,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,47,Middle Age,861.0,0.625,1815,15,2,1,3,1,3,1
PhD,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,51,Middle Age,705.0,1.25,1198,25,1,1,2,1,0,0
Postgraduate,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,46,Middle Age,859.0,0.5,416,16,1,1,2,1,3,0
Postgraduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,24,Young Adults,683.0,0.16666666666666666,85,5,2,0,2,0,0,2
PhD,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,33,Early Adulthood,579.0,0.5,47,6,1,1,2,1,0,3
Postgraduate,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,38,Midlife,679.0,0.2857142857142857,137,7,1,0,1,0,0,2
PhD,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,Middle Age,735.0,0.14285714285714285,21,3,2,2,4,1,0,3
2n Cycle,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,37,Midlife,192.0,0.3333333333333333,70,5,1,1,2,1,0,2
2n Cycle,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,42,Midlife,346.0,2.0,909,20,2,1,3,1,0,0
Postgraduate,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,58,Pre-retirement,802.0,1.75,1676,22,1,0,1,0,5,1
Postgraduate,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,71,Retirement Age,456.0,2.3333333333333335,1735,25,1,0,1,0,1,1
Postgraduate,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,55,Pre-retirement,722.0,2.2,1191,27,1,2,3,1,0,1
Postgraduate,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,37,Midlife,482.0,0.2,24,4,2,1,3,1,0,2
PhD,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,45,Middle Age,768.0,0.5,1182,17,2,1,3,1,2,0
Postgraduate,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,44,Midlife,556.0,1.5,1280,13,2,0,2,0,0,1
Postgraduate,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,57,Pre-retirement,778.0,1.8,1336,18,1,0,1,0,1,0
Postgraduate,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,49,Middle Age,562.0,1.2857142857142858,749,19,2,2,4,1,0,0
PhD,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,40,Midlife,406.0,0.4,91,6,2,2,4,1,0,0
PhD,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,67,Retirement Age,459.0,1.3333333333333333,414,13,2,1,3,1,0,0
Postgraduate,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,3,11,0,32,Early Adulthood,358.0,0.5,44,6,2,1,3,1,0,2
Postgraduate,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,3,11,0,46,Middle Age,274.0,0.42857142857142855,63,6,2,2,4,1,0,2
Postgraduate,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,63,Pre-retirement,632.0,2.0,901,21,2,1,3,1,0,1
2n Cycle,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,39,Midlife,846.0,0.14285714285714285,38,4,2,2,4,1,0,3
PhD,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,58,Pre-retirement,661.0,1.0,455,15,1,1,2,1,1,0
PhD,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,3,11,1,65,Retirement Age,772.0,1.375,775,21,1,1,2,1,1,0
Postgraduate,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,55,Pre-retirement,283.0,0.0,15,3,2,1,3,1,0,3
Postgraduate,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,3,11,0,41,Midlife,487.0,0.25,38,5,2,1,3,1,0,2
PhD,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,30,Early Adulthood,328.0,2.5,1512,21,2,0,2,0,4,1
Postgraduate,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,64,Pre-retirement,716.0,0.125,43,4,2,1,3,1,0,2
Postgraduate,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,Midlife,876.0,0.14285714285714285,42,4,1,1,2,1,0,2
Postgraduate,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,3,11,0,30,Early Adulthood,250.0,4.0,1089,22,2,0,2,0,0,1
Postgraduate,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,3,11,0,38,Midlife,838.0,0.2857142857142857,162,7,2,1,3,1,0,3
Postgraduate,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,3,11,0,63,Pre-retirement,693.0,1.0,1272,17,1,0,1,0,0,1
Postgraduate,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,3,11,1,32,Early Adulthood,789.0,1.5,1173,18,2,0,2,0,1,0
Postgraduate,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,3,11,0,40,Midlife,194.0,4.0,816,21,2,1,3,1,0,1
Postgraduate,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,46,Middle Age,640.0,0.375,74,6,1,2,3,1,0,3
Postgraduate,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,3,11,0,60,Pre-retirement,687.0,0.42857142857142855,134,7,2,1,3,1,0,3
PhD,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,74,Retirement Age,541.0,0.6,157,8,1,0,1,0,0,3
Postgraduate,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,3,11,0,38,Midlife,469.0,1.0,561,16,2,1,3,1,0,0
Postgraduate,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,63,Pre-retirement,233.0,4.0,1336,18,1,0,1,0,0,1
PhD,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,3,11,1,38,Midlife,870.0,1.25,2092,22,2,0,2,0,1,1
PhD,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,3,11,0,50,Middle Age,403.0,1.0,463,15,1,0,1,0,0,0
PhD,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,3,11,0,64,Pre-retirement,242.0,0.0,1130,16,1,0,1,0,0,1
Postgraduate,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,3,11,0,38,Midlife,348.0,0.16666666666666666,20,4,2,1,3,1,0,2
Postgraduate,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,3,11,0,58,Pre-retirement,800.0,0.7142857142857143,377,13,1,1,2,1,1,3
Postgraduate,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,3,11,1,24,Young Adults,617.0,3.0,1544,27,1,0,1,0,2,1
PhD,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,64,Pre-retirement,238.0,0.5,138,7,1,2,3,1,0,0
Postgraduate,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,3,11,0,49,Middle Age,546.0,1.6,1012,23,2,1,3,1,0,0
PhD,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,52,Middle Age,540.0,0.8333333333333334,1766,14,1,0,1,0,4,1
Postgraduate,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,3,11,0,36,Midlife,197.0,0.6666666666666666,45,6,2,2,4,1,0,3
Postgraduate,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,3,11,1,62,Pre-retirement,604.0,0.3333333333333333,161,7,1,2,3,1,1,3
Postgraduate,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,3,11,0,48,Middle Age,360.0,0.42857142857142855,144,7,1,1,2,1,0,3
Postgraduate,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,3,11,0,67,Retirement Age,494.0,2.0,1734,25,2,0,2,0,0,1
Postgraduate,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,42,Midlife,435.0,1.6,823,20,2,1,3,1,0,0
Postgraduate,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,51,Middle Age,306.0,2.0,1138,26,2,1,3,1,0,1
Postgraduate,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,3,11,1,65,Retirement Age,672.0,1.5,1429,20,1,0,1,0,2,1
Postgraduate,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,3,11,0,36,Midlife,342.0,3.0,1371,20,2,0,2,0,2,1
Postgraduate,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,3,11,0,48,Middle Age,685.0,1.5,982,14,1,1,2,1,1,0
Postgraduate,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,3,11,0,31,Early Adulthood,281.0,0.25,44,4,1,1,2,1,1,3
Postgraduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,43,Midlife,729.0,0.625,318,12,2,2,4,1,1,3
Postgraduate,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,3,11,0,39,Midlife,633.0,0.8571428571428571,434,14,2,1,3,1,0,3
2n Cycle,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,43,Midlife,419.0,1.0,198,9,2,2,4,1,0,0
Postgraduate,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,3,11,0,45,Middle Age,452.0,25.0,359,25,2,1,3,1,0,2
2n Cycle,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,3,11,0,51,Middle Age,881.0,0.8,576,16,2,0,2,0,0,3
PhD,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,3,11,0,46,Middle Age,467.0,0.42857142857142855,88,7,1,2,3,1,0,3
Postgraduate,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,3,11,1,35,Midlife,265.0,0.25,63,5,2,1,3,1,1,3
Postgraduate,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,30,Early Adulthood,756.0,0.125,27,3,1,1,2,1,2,2
Postgraduate,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0,30,Early Adulthood,672.0,0.4444444444444444,193,8,2,1,3,1,0,2
PhD,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,40,Midlife,834.0,0.3333333333333333,101,6,1,1,2,1,1,2
Postgraduate,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,3,11,0,63,Pre-retirement,322.0,5.0,2211,21,2,0,2,0,2,1
Postgraduate,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,52,Middle Age,569.0,0.5,140,7,2,1,3,1,0,0
Postgraduate,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,3,11,0,39,Midlife,687.0,0.8571428571428571,415,14,1,2,3,1,0,0
Postgraduate,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,3,11,0,57,Pre-retirement,737.0,0.0,22,3,2,1,3,1,0,2
Postgraduate,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,3,11,0,36,Midlife,693.0,0.5714285714285714,263,10,2,2,4,1,0,0
Postgraduate,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,3,11,0,23,Young Adults,557.0,0.75,393,11,2,0,2,0,0,3
Postgraduate,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,3,11,0,28,Early Adulthood,436.0,0.375,147,7,2,1,3,1,0,2
Postgraduate,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,3,11,0,58,Pre-retirement,262.0,1.5,443,14,2,1,3,1,0,0
PhD,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,3,11,1,51,Middle Age,380.0,1.6666666666666667,1958,18,1,0,1,0,2,1
Postgraduate,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,3,11,0,43,Midlife,643.0,0.42857142857142855,174,8,2,1,3,1,0,3
Postgraduate,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,3,11,1,67,Retirement Age,440.0,3.0,2217,27,1,0,1,0,2,1
Postgraduate,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,3,11,0,56,Pre-retirement,272.0,1.0,1691,15,1,1,2,1,2,1
Postgraduate,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,3,11,0,54,Middle Age,623.0,0.125,25,4,2,2,4,1,0,2
2n Cycle,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,3,11,1,34,Early Adulthood,222.0,3.5,809,21,2,0,2,0,4,1
Postgraduate,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,3,11,1,39,Midlife,854.0,1.5,895,15,2,0,2,0,2,1
PhD,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,3,11,0,39,Midlife,736.0,1.0,484,15,2,1,3,1,0,0
PhD,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,3,11,0,41,Midlife,714.0,0.875,413,14,2,1,3,1,1,3
2n Cycle,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,3,11,0,34,Early Adulthood,363.0,1.3333333333333333,331,11,1,1,2,1,0,0
Postgraduate,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,44,Midlife,663.0,0.16666666666666666,25,4,1,1,2,1,0,2
PhD,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,47,Middle Age,372.0,0.16666666666666666,13,3,1,1,2,1,0,2
Postgraduate,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,3,11,1,44,Midlife,846.0,0.375,115,7,2,1,3,1,1,2
Postgraduate,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,11,0,48,Middle Age,202.0,0.0,16,3,1,0,1,0,0,3
Postgraduate,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,42,Midlife,469.0,0.2857142857142857,92,6,1,2,3,1,0,3
Postgraduate,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,3,11,0,37,Midlife,419.0,0.25,52,5,2,1,3,1,0,2
Postgraduate,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,3,11,0,44,Midlife,765.0,1.6,1464,20,2,1,3,1,0,0
Postgraduate,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,3,11,0,50,Middle Age,686.0,0.625,441,13,1,1,2,1,1,3
PhD,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,3,11,0,55,Pre-retirement,470.0,1.5,283,11,1,1,2,1,0,0
PhD,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,3,11,0,48,Middle Age,304.0,1.6,747,20,2,1,3,1,0,0
Postgraduate,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,3,11,0,56,Pre-retirement,590.0,1.6666666666666667,1870,16,1,0,1,0,0,1
Postgraduate,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,3,11,0,28,Early Adulthood,685.0,0.5,165,8,1,1,2,1,0,3
Postgraduate,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,3,11,1,37,Midlife,512.0,3.5,1941,23,2,0,2,0,4,1
Basic,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,3,11,0,33,Early Adulthood,703.0,1.2222222222222223,839,21,2,0,2,0,0,3
Postgraduate,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,3,11,1,56,Pre-retirement,876.0,0.4,1655,24,1,0,1,0,1,1
2n Cycle,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,3,11,0,39,Midlife,642.0,0.0,23,3,2,2,4,1,0,3
Postgraduate,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,3,11,1,31,Early Adulthood,670.0,0.2222222222222222,66,5,2,0,2,0,1,3
Postgraduate,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,3,11,0,47,Middle Age,625.0,0.25,37,5,2,2,4,1,0,2
Postgraduate,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,3,11,0,63,Pre-retirement,276.0,0.16666666666666666,21,4,1,2,3,1,0,2
Postgraduate,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,3,11,0,42,Midlife,827.0,0.0,22,3,2,3,5,1,0,2
Postgraduate,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,3,11,0,36,Midlife,322.0,0.3333333333333333,78,6,2,1,3,1,0,2
Postgraduate,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,3,11,0,32,Early Adulthood,635.0,0.3333333333333333,79,5,2,1,3,1,0,3
